 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.00369  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.09303  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.20447  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.30527  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.39584  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 
 0.47667  0.18231  0.06635  0.00000  0.00000  0.00000  0.00000 
 0.54803  0.31685  0.25250  0.15772  0.04495  0.00000  0.00000 
 0.61081  0.41792  0.37133  0.31383  0.23838  0.11339  0.00000 
 0.66562  0.50187  0.46457  0.42103  0.36891  0.30413  0.21544 
 0.71308  0.57337  0.54245  0.50735  0.46656  0.41885  0.36142 
 0.75383  0.63469  0.60866  0.57944  0.54626  0.50821  0.46428 
 0.78852  0.68725  0.66520  0.64060  0.61308  0.58174  0.54624 
 0.81777  0.73212  0.71343  0.69263  0.66945  0.64341  0.61402 
 0.84211  0.77009  0.75438  0.73677  0.71720  0.69542  0.67082 
 0.86229  0.80214  0.78898  0.77412  0.75760  0.73923  0.71868 
 0.87888  0.82901  0.81796  0.80557  0.79165  0.77618  0.75899 
 0.89243  0.85138  0.84216  0.83187  0.82021  0.80721  0.79276 
 0.90345  0.86988  0.86223  0.85367  0.84403  0.83317  0.82106 
 0.91241  0.88509  0.87879  0.87172  0.86379  0.85477  0.84467 
 0.91971  0.89754  0.89239  0.88658  0.88005  0.87266  0.86429 
 0.92574  0.90768  0.90354  0.89880  0.89345  0.88743  0.88054 
 0.93086  0.91602  0.91269  0.90885  0.90450  0.89958  0.89400 
 0.93536  0.92296  0.92026  0.91717  0.91364  0.90965  0.90514 
 0.93946  0.92884  0.92662  0.92414  0.92128  0.91804  0.91438 
 0.94335  0.93393  0.93210  0.93006  0.92775  0.92512  0.92215 
 0.94718  0.93850  0.93695  0.93524  0.93335  0.93120  0.92878 
 0.95105  0.94274  0.94138  0.93991  0.93831  0.93654  0.93455 
 0.95499  0.94679  0.94555  0.94424  0.94285  0.94134  0.93968 
 0.95904  0.95078  0.94960  0.94839  0.94712  0.94579  0.94436 
 0.96316  0.95475  0.95359  0.95243  0.95124  0.95001  0.94872 
 0.96731  0.95875  0.95758  0.95642  0.95526  0.95408  0.95288 
 0.97141  0.96276  0.96157  0.96039  0.95922  0.95806  0.95689 
 0.97537  0.96676  0.96553  0.96433  0.96313  0.96196  0.96079 
 0.97909  0.97067  0.96942  0.96819  0.96696  0.96576  0.96457 
 0.98101  0.97372  0.97246  0.97121  0.96996  0.96873  0.96751 
 0.98174  0.97615  0.97491  0.97366  0.97240  0.97115  0.96991 
 0.98243  0.97850  0.97731  0.97609  0.97484  0.97358  0.97233 
 0.98316  0.98076  0.97964  0.97847  0.97727  0.97603  0.97478 
 0.98386  0.98236  0.98182  0.98074  0.97961  0.97842  0.97721 
 0.98447  0.98303  0.98281  0.98259  0.98178  0.98067  0.97952 
 0.98578  0.98404  0.98383  0.98361  0.98339  0.98313  0.98207 
 0.99129  0.98713  0.98692  0.98672  0.98650  0.98628  0.98607 
 0.99132  0.98752  0.98731  0.98707  0.98686  0.98666  0.98644 
 0.99135  0.98784  0.98766  0.98747  0.98725  0.98702  0.98681 
 0.99143  0.98823  0.98798  0.98782  0.98764  0.98744  0.98720 
 0.99152  0.99141  0.98994  0.98814  0.98799  0.98781  0.98762 
 0.99164  0.99148  0.99147  0.99146  0.98871  0.98811  0.98799 
 1.00000  0.99566  0.99565  0.99565  0.99564  0.99546  0.99250 
 1.00000  0.99569  0.99567  0.99566  0.99565  0.99564  0.99564 
 1.00000  0.99574  0.99572  0.99568  0.99567  0.99566  0.99565 
 1.00000  0.99580  0.99577  0.99572  0.99570  0.99568  0.99566 
 1.00000  0.99849  0.99566  0.99580  0.99575  0.99572  0.99569 
 1.00000  1.00000  1.00000  0.99653  0.99581  0.99578  0.99574 
 1.00000  1.00000  1.00000  1.00000  1.00000  0.99549  0.99580 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  0.99849 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
 1.00000  1.00000  1.00000  1.00000  1.00000  1.00000  1.00000 
