   0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000 
   0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000   -0.000000355   -0.000001765    0.000002203    0.000002367   -0.000004966   -0.000002709    0.000011213    0.000017064    0.000008713    0.000001585    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000 
   0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000001343    0.000006381   -0.000016613   -0.000005156    0.000035507   -0.000005805   -0.000062014    0.000035294    0.000184630    0.000180502    0.000069684    0.000008690    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000 
   0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000103    0.000009525    0.000040809   -0.000006354   -0.000061700    0.000058223    0.000087181   -0.000142421   -0.000099648    0.000457701    0.000833244    0.000586836    0.000179943    0.000016980    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000 
   0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000   -0.000000838   -0.000008108   -0.000001611    0.000067612    0.000043694   -0.000101235    0.000017489    0.000196372   -0.000120704   -0.000305395    0.000578851    0.001718977    0.001714004    0.000830386    0.000183617    0.000011142    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000 
   0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000597    0.000000330   -0.000017150   -0.000022317    0.000086504    0.000101729   -0.000126186   -0.000033429    0.000290837   -0.000069870   -0.000501381    0.000646511    0.002628322    0.003039715    0.001712850    0.000454947    0.000035029   -0.000002695    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000 
   0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000383    0.000007242    0.000020554   -0.000004590   -0.000040010    0.000096894    0.000164912   -0.000139895   -0.000100855    0.000374138    0.000010196   -0.000698048    0.000664046    0.003568552    0.004493710    0.002619416    0.000575127   -0.000099083   -0.000061591   -0.000004962    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000 
   0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000   -0.000000502   -0.000002694    0.000007461    0.000039533    0.000013590   -0.000055813    0.000102371    0.000228117   -0.000146861   -0.000172651    0.000449436    0.000100188   -0.000887055    0.000659597    0.004509775    0.006005252    0.003556963    0.000642317   -0.000303238   -0.000141132   -0.000005681    0.000002405    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000 
   0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000066   -0.000002654   -0.000013381   -0.000003852    0.000054509    0.000036957   -0.000069143    0.000103745    0.000290709   -0.000147390   -0.000247155    0.000517678    0.000201262   -0.001068622    0.000635555    0.005451556    0.007555387    0.004494942    0.000659722   -0.000497258   -0.000119183    0.000086897    0.000035752    0.000002328    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000 
   0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000198    0.000002889    0.000003119   -0.000016383   -0.000015249    0.000065981    0.000061510   -0.000080073    0.000103450    0.000352395   -0.000144926   -0.000322407    0.000581868    0.000306240   -0.001246674    0.000603285    0.006389981    0.009119465    0.005433344    0.000655399   -0.000691730   -0.000068632    0.000194744    0.000057814   -0.000005675   -0.000002041    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000    0.000000000 
